motif,symbol,source
꾀꼬리,장식,label_json_mining
불로초,장식,label_json_mining
매,행사,label_json_mining
꾀꼬리,행사,label_json_mining
오동나무의 넓은 잎은 아래로 향하고 꽃은 위로 향하여 피었다. 잎과 꽃이 교차하여 어우러졌다.,오동나무는 덕과 고귀함을 상징하며 봉황과 함께하는 중요한 객체이다.,label_json_mining
제비,장식,label_json_mining
작약,그림,label_json_mining
포도,장식,label_json_mining
포도,행사,label_json_mining
학,세화,label_json_mining
암탉,장식,label_json_mining
국화,그림,label_json_mining
소,장식,label_json_mining
소,행사,label_json_mining
부엉이,행사,label_json_mining
오동나무,행사,label_json_mining
장미,장식,label_json_mining
닭,그림,label_json_mining
동백,장식,label_json_mining
동백,행사,label_json_mining
백두조,행사,label_json_mining
두 마리 새,장식,label_json_mining
두 마리 새,행사,label_json_mining
나비,행사,label_json_mining
투명한 날개를 가진 나비 한 쌍이 나란히 날고 있다.,나비는 변화와 행복,label_json_mining
투명한 날개를 가진 나비 한 쌍이 나란히 날고 있다.,조화로운 삶에 대한 소망을 담고 있다.,label_json_mining
대륜화,장식,label_json_mining
대륜화,행사,label_json_mining
영산홍,장식,label_json_mining
영산홍,행사,label_json_mining
토끼,장식,label_json_mining
금계,그림,label_json_mining
아랫부분 새,장식,label_json_mining
연밥,장식,label_json_mining
불로초,행사,label_json_mining
작은 새,그림,label_json_mining
단풍,장식,label_json_mining
청조,장식,label_json_mining
청조,행사,label_json_mining
매화,그림,label_json_mining
직약,장식,label_json_mining
붉은색 꽃잎의 세 작약이 풍부한 색채 대비를 이루며 배치되어 있다.,작약은 부귀영화와 번창을 상징한다.,label_json_mining
새,교육,label_json_mining
봉황,세화,label_json_mining
부용,행사,label_json_mining
불수감,장식,label_json_mining
복숭아,장식,label_json_mining
팔가조,장식,label_json_mining
팔가조,행사,label_json_mining
앵무새,장식,label_json_mining
앵무새,행사,label_json_mining
붓꽃,장식,label_json_mining
공작새,행사,label_json_mining
해,행사,label_json_mining
꽃,행사,label_json_mining
붓꽃,행사,label_json_mining
윗부분의 학,장식,label_json_mining
윗부분의 학,행사,label_json_mining
작은 새,장식,label_json_mining
작은 새,행사,label_json_mining
불수감,행사,label_json_mining
도라지꽃,장식,label_json_mining
제비,행사,label_json_mining
흰꽃,장식,label_json_mining
흰꽃,행사,label_json_mining
잉어,장식,label_json_mining
잉어,행사,label_json_mining
아래의 학,장식,label_json_mining
아래의 학,행사,label_json_mining
활짝 핀 분홍색 모란꽃이 자리하고 주변은 여러 개의 모란 봉오리와 잎사귀들이 풍성하게 채우고 있다.,꽃의 왕'이라 불리는 모란은 부귀영화와 풍요를 상징한다. 모란은 부유하고 높은 지위에 오르기를 기원하는 마음을 담고 있다.,label_json_mining
제비,그림,label_json_mining
꿩,그림,label_json_mining
유자,장식,label_json_mining
유자,행사,label_json_mining
상단 새,장식,label_json_mining
바위 위로 곡선을 이루며 뻗어나간 해당화 가지가 펼쳐져 있어 자연의 풍요로움과 평화로운 분위기를 강조한다.,해당화는 순결과 변치 않는 사랑을 상징한다.,label_json_mining
복사꽃,그림,label_json_mining
매화나무,장식,label_json_mining
매화나무,행사,label_json_mining
작은새,장식,label_json_mining
작은새,행사,label_json_mining
까마귀,장식,label_json_mining
까마귀,행사,label_json_mining
진한 녹색의 잎과 선명한 분홍빛 작약꽃들이 무리지어 피어나 화려한 시각적 중심을 이루고 있다.,길상적 의미를 나타내고 있다.,label_json_mining
진한 녹색의 잎과 선명한 분홍빛 작약꽃들이 무리지어 피어나 화려한 시각적 중심을 이루고 있다.,작약은 부귀와 영화,label_json_mining
두견새,장식,label_json_mining
두견새,행사,label_json_mining
매화가 가득 핀 가지 위에 새 한 마리가 하늘을 바라보며 가지 위에 앉아 있다.,매화는 절개와 청렴을 상징하고 새는 화합을 상징한다.,label_json_mining
수탉,세화,label_json_mining
괴석,그림,label_json_mining
"자주색의 불수감, 그 가지 위에 앉아 있는 색채가 화려한 새들이 화면 전체에 생명을 불어넣고 있다.",불수감과 새는 복을 부르고 악귀를 쫓는 상서로운 의미를 지니며,label_json_mining
"자주색의 불수감, 그 가지 위에 앉아 있는 색채가 화려한 새들이 화면 전체에 생명을 불어넣고 있다.",서민의 평안과 길상,label_json_mining
"자주색의 불수감, 그 가지 위에 앉아 있는 색채가 화려한 새들이 화면 전체에 생명을 불어넣고 있다.",행복에 대한 소망을 상징적 도상 안에 집약적으로 담아낸다.,label_json_mining
탐스럽게 익은 진홍색 석류와 곡선으로 뻗은 석류 가지가 배치되어 있다.,자손의 번창을 상징한다.,label_json_mining
탐스럽게 익은 진홍색 석류와 곡선으로 뻗은 석류 가지가 배치되어 있다.,작품에 등장하는 석류는 다산과 번영,label_json_mining
붕어,장식,label_json_mining
붕어,행사,label_json_mining
원앙,그림,label_json_mining
희망,장식,label_json_mining
복숭아꽃,장식,label_json_mining
복숭아꽃,행사,label_json_mining
금계,교육,label_json_mining
바위,장식,label_json_mining
바위,행사,label_json_mining
"붉은색과 분홍색으로 채색된 국화가 펼쳐져 있고, 비둘기가 땅에 부리를 박으며 무언가를 쪼고 있는 모습이다.",국화는 절개와 장수를,label_json_mining
"붉은색과 분홍색으로 채색된 국화가 펼쳐져 있고, 비둘기가 땅에 부리를 박으며 무언가를 쪼고 있는 모습이다.",비둘기는 평화와 화합을 상징한다.,label_json_mining
치자꽃,장식,label_json_mining
치자꽃,행사,label_json_mining
둥지,장식,label_json_mining
둥지,행사,label_json_mining
석류나무,장식,label_json_mining
석류나무,행사,label_json_mining
장미,행사,label_json_mining
흰 왜가리,장식,label_json_mining
흰 왜가리,행사,label_json_mining
하단 새,장식,label_json_mining
하단 새,행사,label_json_mining
붉은 꽃,장식,label_json_mining
붉은 꽃,행사,label_json_mining
"매화나무 가지와 부드러운 붉은빛 매화가 곳곳에 피어 있어, 전통적 색채의 대비와 조화가 돋보인다.",매화는 역경 속 꿋꿋함과 절개를 상징한다.,label_json_mining
가지마다 선명하게 그려진 붉은 석류와 나리꽃이 조화를 이루고 있다.,나리꽃은 순수와 고결함을 의미한다.,label_json_mining
가지마다 선명하게 그려진 붉은 석류와 나리꽃이 조화를 이루고 있다.,잘 익은 석류는 다산과 자손 번영을,label_json_mining
연꽃,그림,label_json_mining
공작,장식,label_json_mining
공작,행사,label_json_mining
새,그림,label_json_mining
나리,장식,label_json_mining
석류,그림,label_json_mining
병사,교육,label_json_mining
병사,장식,label_json_mining
장군,교육,label_json_mining
장군,장식,label_json_mining
가옥,장식,label_json_mining
정자,장식,label_json_mining
가마,장식,label_json_mining
선녀,장식,label_json_mining
전각,장식,label_json_mining
사각정자,장식,label_json_mining
성문,교육,label_json_mining
성문,장식,label_json_mining
무장,교육,label_json_mining
무장,장식,label_json_mining
기마병,교육,label_json_mining
기마병,장식,label_json_mining
거문고,장식,label_json_mining
집단,교육,label_json_mining
집단,장식,label_json_mining
장비,교육,label_json_mining
장비,장식,label_json_mining
정자,교육,label_json_mining
무관,교육,label_json_mining
무관,장식,label_json_mining
당나귀,교육,label_json_mining
당나귀,장식,label_json_mining
호랑이,행사,label_json_mining
물결,행사,label_json_mining
효자,교육,label_json_mining
효자,장식,label_json_mining
호랑이,교육,label_json_mining
호랑이,장식,label_json_mining
인물 군상,행사,label_json_mining
기마병,행사,label_json_mining
깃발,행사,label_json_mining
말,교육,label_json_mining
말,장식,label_json_mining
군사,교육,label_json_mining
군사,장식,label_json_mining
매화나무,교육,label_json_mining
검은 말,교육,label_json_mining
검은 말,장식,label_json_mining
언덕,장식,label_json_mining
관우,교육,label_json_mining
관우,장식,label_json_mining
군중,교육,label_json_mining
군중,장식,label_json_mining
무사,교육,label_json_mining
무사,장식,label_json_mining
다리,장식,label_json_mining
장수,교육,label_json_mining
장수,장식,label_json_mining
누각,교육,label_json_mining
누각,장식,label_json_mining
유비,교육,label_json_mining
유비,장식,label_json_mining
산,교육,label_json_mining
제기,교육,label_json_mining
제기,장식,label_json_mining
문인,행사,label_json_mining
궁인 군집,장식,label_json_mining
중앙 기마장수,교육,label_json_mining
중앙 기마장수,장식,label_json_mining
군상,교육,label_json_mining
군상,장식,label_json_mining
병사 군집,교육,label_json_mining
병사 군집,장식,label_json_mining
방패,교육,label_json_mining
방패,장식,label_json_mining
춘향,장식,label_json_mining
절,장식,label_json_mining
인물 군상,장식,label_json_mining
궁녀,교육,label_json_mining
궁녀,장식,label_json_mining
학,교육,label_json_mining
용궁,장식,label_json_mining
기와집,장식,label_json_mining
성루,교육,label_json_mining
성루,장식,label_json_mining
권위,교육,label_json_mining
권위,장식,label_json_mining
삼국지,교육,label_json_mining
삼국지,장식,label_json_mining
구운몽,장식,label_json_mining
절,교육,label_json_mining
승려,교육,label_json_mining
승려,장식,label_json_mining
그네,장식,label_json_mining
화살,행사,label_json_mining
어르신,교육,label_json_mining
어르신,장식,label_json_mining
상단 인물,행사,label_json_mining
병사,행사,label_json_mining
가옥,교육,label_json_mining
군사,행사,label_json_mining
붉은꽃,장식,label_json_mining
깃발,교육,label_json_mining
깃발,장식,label_json_mining
업은 인물,교육,label_json_mining
업은 인물,장식,label_json_mining
제갈량,교육,label_json_mining
제갈량,장식,label_json_mining
인물군,교육,label_json_mining
인물군,장식,label_json_mining
여성,장식,label_json_mining
지도자,교육,label_json_mining
지도자,장식,label_json_mining
하단 기마장수,교육,label_json_mining
하단 기마장수,장식,label_json_mining
여성 인물,장식,label_json_mining
도깨비머리 배,교육,label_json_mining
도깨비머리 배,장식,label_json_mining
격투,교육,label_json_mining
격투,장식,label_json_mining
조류,교육,label_json_mining
조류,장식,label_json_mining
은일처사,교육,label_json_mining
은일처사,장식,label_json_mining
소,교육,label_json_mining
무장,행사,label_json_mining
나리꽃,장식,label_json_mining
호랑이 가죽,장식,label_json_mining
배,교육,label_json_mining
배,장식,label_json_mining
제단,교육,label_json_mining
제단,장식,label_json_mining
노모,교육,label_json_mining
노모,장식,label_json_mining
정자,행사,label_json_mining
격자 바닥,행사,label_json_mining
방구부채,교육,label_json_mining
방구부채,장식,label_json_mining
무용수,장식,label_json_mining
관복 인물,장식,label_json_mining
인물 군집,장식,label_json_mining
연못,장식,label_json_mining
기마 무장,교육,label_json_mining
기마 무장,장식,label_json_mining
여인,장식,label_json_mining
삼목구,세화,label_json_mining
사슴,세화,label_json_mining
사슴,행사,label_json_mining
호랑이,세화,label_json_mining
까치,세화,label_json_mining
용,세화,label_json_mining
거북,세화,label_json_mining
거북,장식,label_json_mining
새끼 호랑이,세화,label_json_mining
잉어,세화,label_json_mining
불로초,세화,label_json_mining
사슴,장식,label_json_mining
새끼호랑이,세화,label_json_mining
소나무,세화,label_json_mining
"소나무는 연두와 짙은 녹색의 솔잎이 촘촘하게 묘사되고, 굽은 나무줄기 위에 검은색 새 두 마리가 앉아 있다.",그리고 꿋꿋한 생명력을 대표하며,label_json_mining
"소나무는 연두와 짙은 녹색의 솔잎이 촘촘하게 묘사되고, 굽은 나무줄기 위에 검은색 새 두 마리가 앉아 있다.",새는 행복과 번영을 의미한다. 민화에서는 집안을 보존하고 복을 오래도록 머물게 하는 상징물로 자주 그려진다.,label_json_mining
"소나무는 연두와 짙은 녹색의 솔잎이 촘촘하게 묘사되고, 굽은 나무줄기 위에 검은색 새 두 마리가 앉아 있다.",소나무는 절개와 장수,label_json_mining
바닥 새끼 호랑이,세화,label_json_mining
둥글게 웅크린 새끼,세화,label_json_mining
해치,장식,label_json_mining
두루미,세화,label_json_mining
두루미,장식,label_json_mining
매,세화,label_json_mining
호랑이 발,세화,label_json_mining
거북이,세화,label_json_mining
거북이,장식,label_json_mining
괴석,세화,label_json_mining
기린,세화,label_json_mining
사당,행사,label_json_mining
문자,교육,label_json_mining
문자,행사,label_json_mining
신대,교육,label_json_mining
신대,행사,label_json_mining
할미새,교육,label_json_mining
신,교육,label_json_mining
신,행사,label_json_mining
어변성룡,교육,label_json_mining
어변성룡,행사,label_json_mining
치,교육,label_json_mining
치' 자가 혁필과 농담의 변화를 활용한 대담한 문자로 표현되어 있다.,작품의 주요 소재인 '치' 자는 효와 우애,label_json_mining
치' 자가 혁필과 농담의 변화를 활용한 대담한 문자로 표현되어 있다.,정결하고 올곧은 삶의 태도에 대한 깊은 염원을 표현하고 있다.,label_json_mining
효,교육,label_json_mining
효,행사,label_json_mining
잉어,교육,label_json_mining
용,장식,label_json_mining
용,행사,label_json_mining
오름,교육,label_json_mining
오름,행사,label_json_mining
염,교육,label_json_mining
염,행사,label_json_mining
"새 얼굴 무늬의 글씨체로 '염'자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",사리사욕을 버리고 맑은 품성을 지키는 덕목을 의미한다.,label_json_mining
"새 얼굴 무늬의 글씨체로 '염'자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",염'자는 청렴함과 정직함,label_json_mining
"새 얼굴 무늬의 글씨체로 '염'자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",욕심이 없고 깨끗한 마음을 상징하고,label_json_mining
매화,교육,label_json_mining
두꺼비,장식,label_json_mining
두꺼비,행사,label_json_mining
문자도 문자,교육,label_json_mining
문자도 문자,행사,label_json_mining
의,교육,label_json_mining
의,행사,label_json_mining
물수리,교육,label_json_mining
토끼,교육,label_json_mining
흰기러기,교육,label_json_mining
흰기러기,행사,label_json_mining
용,교육,label_json_mining
게,교육,label_json_mining
게,행사,label_json_mining
사당,교육,label_json_mining
물수리,장식,label_json_mining
물수리,행사,label_json_mining
연꽃,교육,label_json_mining
꽃,교육,label_json_mining
치,장식,label_json_mining
꾀꼬리,교육,label_json_mining
의,장식,label_json_mining
새우,교육,label_json_mining
새우,행사,label_json_mining
거북,교육,label_json_mining
거북,행사,label_json_mining
가옥,행사,label_json_mining
청절비,교육,label_json_mining
청절비,행사,label_json_mining
물고기,교육,label_json_mining
물고기,행사,label_json_mining
한자,장식,label_json_mining
말,행사,label_json_mining
천,교육,label_json_mining
천,행사,label_json_mining
하단 새와 오름,교육,label_json_mining
하단 새와 오름,행사,label_json_mining
석류,교육,label_json_mining
홍화,교육,label_json_mining
홍화,행사,label_json_mining
청조,교육,label_json_mining
효제,교육,label_json_mining
효제,행사,label_json_mining
가릉빈가,교육,label_json_mining
가릉빈가,행사,label_json_mining
후투티,교육,label_json_mining
후투티,행사,label_json_mining
덩굴,교육,label_json_mining
덩굴,행사,label_json_mining
장미,교육,label_json_mining
제문자,교육,label_json_mining
제문자,행사,label_json_mining
예,교육,label_json_mining
예,행사,label_json_mining
충(忠),교육,label_json_mining
충(忠),행사,label_json_mining
오름과 잎사귀,교육,label_json_mining
오름과 잎사귀,행사,label_json_mining
별꽃문,교육,label_json_mining
별꽃문,행사,label_json_mining
기메,교육,label_json_mining
기메,행사,label_json_mining
치,행사,label_json_mining
삼층 사당,그림,label_json_mining
대나무,교육,label_json_mining
달토끼,교육,label_json_mining
달토끼,행사,label_json_mining
봉황,교육,label_json_mining
닭,교육,label_json_mining
봉오리꽃,교육,label_json_mining
봉오리꽃,행사,label_json_mining
인,교육,label_json_mining
인,행사,label_json_mining
염'을 상징하는 대형 문자 형태가 장식적으로 구성되어 있다.,염' 자는 효제의 덕목과 후손의 번영을 의미하여 가정의 화목과 이상적인 인간관계를 바라는 염원을 담고 있다.,label_json_mining
충,교육,label_json_mining
충,행사,label_json_mining
짙은 먹선으로 그려진 산봉우리가 여러개 솟아 있다. 산 위에는 나무들이 자라 있다.,높은 봉우리와 이어진 능선은 인생의 굴곡에도 흔들림 없이 꿋꿋이 살아가기를 바라는 소망을 내포한다.,label_json_mining
짙은 먹선으로 그려진 산봉우리가 여러개 솟아 있다. 산 위에는 나무들이 자라 있다.,산세는 견고하고 변치 않는 자연의 질서와 평안을 상징하며,label_json_mining
넝쿨,교육,label_json_mining
넝쿨,행사,label_json_mining
오동나무,교육,label_json_mining
전통가옥,교육,label_json_mining
전통가옥,행사,label_json_mining
국화,교육,label_json_mining
비둘기,교육,label_json_mining
잎사귀,교육,label_json_mining
잎사귀,행사,label_json_mining
현무,장식,label_json_mining
화병,교육,label_json_mining
화병,행사,label_json_mining
인면조,장식,label_json_mining
소나무,교육,label_json_mining
꽃과 잎,교육,label_json_mining
꽃과 잎,행사,label_json_mining
제기대,그림,label_json_mining
문자도,교육,label_json_mining
문자도,행사,label_json_mining
손,교육,label_json_mining
손,행사,label_json_mining
위패,교육,label_json_mining
위패,행사,label_json_mining
송,장식,label_json_mining
공작새,교육,label_json_mining
쑥부쟁이,교육,label_json_mining
쑥부쟁이,행사,label_json_mining
꽃도상,장식,label_json_mining
도요새,교육,label_json_mining
도요새,행사,label_json_mining
중앙 효자,교육,label_json_mining
중앙 효자,행사,label_json_mining
나뭇가지,교육,label_json_mining
나뭇가지,행사,label_json_mining
"새 얼굴 무늬의 글씨체로 '충'자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",‘충’ 자는 임금이나 나라에 대한 충성심을 상징하며,label_json_mining
"새 얼굴 무늬의 글씨체로 '충'자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",공동체와 가정에 대한 성실함,label_json_mining
"새 얼굴 무늬의 글씨체로 '충'자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",성실과 진심의 덕목을 의미한다.,label_json_mining
제비,교육,label_json_mining
아래 문자,교육,label_json_mining
아래 문자,행사,label_json_mining
꽃문양,행사,label_json_mining
충' 자가 혁필과 농담의 변화를 활용한 대담한 문자로 표현되어 있다.,작품에 등장하는 '충' 자는 충성과 효제의 사상을 상징하며 가족간의 화목과 윤리적 도리를 강조한다.,label_json_mining
복,장식,label_json_mining
은일처사,행사,label_json_mining
홍범구주거북,교육,label_json_mining
홍범구주거북,행사,label_json_mining
나비,교육,label_json_mining
효,장식,label_json_mining
복숭아나무,교육,label_json_mining
복숭아나무,행사,label_json_mining
오리,교육,label_json_mining
제기,행사,label_json_mining
꿩,교육,label_json_mining
문자,장식,label_json_mining
기메,그림,label_json_mining
제,교육,label_json_mining
제,행사,label_json_mining
게,장식,label_json_mining
식물문양,교육,label_json_mining
식물문양,행사,label_json_mining
달토끼,장식,label_json_mining
복숭아,교육,label_json_mining
복숭아,행사,label_json_mining
홍화봉오리,교육,label_json_mining
홍화봉오리,행사,label_json_mining
신 문자,교육,label_json_mining
신 문자,행사,label_json_mining
수양버들,교육,label_json_mining
만호,행사,label_json_mining
연잎,교육,label_json_mining
치 문자,교육,label_json_mining
치 문자,행사,label_json_mining
꽃 장식,교육,label_json_mining
꽃 장식,행사,label_json_mining
가릉빈가,장식,label_json_mining
사각정자,교육,label_json_mining
한자,교육,label_json_mining
한자,행사,label_json_mining
꿩 쌍,교육,label_json_mining
꿩 쌍,행사,label_json_mining
잎문양,교육,label_json_mining
잎문양,행사,label_json_mining
중앙 잉어와 새,장식,label_json_mining
중앙 잉어와 새,행사,label_json_mining
거문고,교육,label_json_mining
거문고,행사,label_json_mining
상,교육,label_json_mining
상,행사,label_json_mining
위문후,교육,label_json_mining
위문후,행사,label_json_mining
주전자,교육,label_json_mining
주전자,행사,label_json_mining
한자 효,교육,label_json_mining
한자 효,행사,label_json_mining
용 머리,교육,label_json_mining
용 머리,행사,label_json_mining
신선,장식,label_json_mining
신선,행사,label_json_mining
"새 얼굴 무늬의 글씨체로 '제'자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",‘제’ 자는 형제간의 우애와 화목을 상징하며,label_json_mining
"새 얼굴 무늬의 글씨체로 '제'자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",길게 뻗은 구조와 반복되는 색채 곡선들은 상호 존중과 가문 번영에 대한 염원을 표현한다.,label_json_mining
매,교육,label_json_mining
예' 자가 혁필과 농담의 변화를 활용한 대담한 문자로 표현되어 있다.,작품의 주요 소재인 ‘예’ 자는 효와 제의 유교적 기본 덕목을 상징하며 가족의 화목과 대대손손 번영을 기원하는 의미로 긴밀하게 결합되어 있다.,label_json_mining
인면조,교육,label_json_mining
인면조,행사,label_json_mining
월계화,교육,label_json_mining
조류,행사,label_json_mining
누각,행사,label_json_mining
"새 얼굴 무늬의 글씨체로 한자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",윗부분의 한자는 한자 자체의 곡선과 파도 형상의 반복적 문양을 통해 장수와 복을 풍성하게 상징한다.,label_json_mining
물고기,장식,label_json_mining
작은 새,교육,label_json_mining
도미,교육,label_json_mining
도미,행사,label_json_mining
어변성룡,장식,label_json_mining
죽순,교육,label_json_mining
죽순,행사,label_json_mining
백로,교육,label_json_mining
전통가옥,장식,label_json_mining
살구꽃,장식,label_json_mining
딱따구리,교육,label_json_mining
나무,교육,label_json_mining
나무,행사,label_json_mining
고팡상,교육,label_json_mining
고팡상,행사,label_json_mining
비파,장식,label_json_mining
신' 자가 혁필과 농담의 변화를 활용한 대담한 문자로 표현되어 있다.,작품에 등장하는 '신' 자는 지혜와 영적인 보호를 상징하며 가문과 자손의 번영,label_json_mining
신' 자가 혁필과 농담의 변화를 활용한 대담한 문자로 표현되어 있다.,효행과 우애의 미덕에 대한 염원을 드러낸다.,label_json_mining
파초선,교육,label_json_mining
파초선,행사,label_json_mining
충,장식,label_json_mining
"새 얼굴 무늬의 글씨체로 '의'자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",‘의'자는 사리사욕을 버리고 공정하게 행동하는 마음이라는 의미로,label_json_mining
"새 얼굴 무늬의 글씨체로 '의'자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",옳고 그름을 분별하고 실천하는 기준을 의미한다.,label_json_mining
새 문자,교육,label_json_mining
새 문자,행사,label_json_mining
제자,교육,label_json_mining
제자,행사,label_json_mining
홍범구주 거북,행사,label_json_mining
충자,교육,label_json_mining
충자,행사,label_json_mining
물고기,그림,label_json_mining
책갑,장식,label_json_mining
치 글자,교육,label_json_mining
치 글자,행사,label_json_mining
무궁화,교육,label_json_mining
효 문자,교육,label_json_mining
효 문자,행사,label_json_mining
의 문자,교육,label_json_mining
의 문자,행사,label_json_mining
제 문자,교육,label_json_mining
제 문자,행사,label_json_mining
염자,교육,label_json_mining
염자,행사,label_json_mining
살구꽃,교육,label_json_mining
살구꽃,행사,label_json_mining
사슴,교육,label_json_mining
홍화,그림,label_json_mining
효제 문자,교육,label_json_mining
효제 문자,행사,label_json_mining
계승,교육,label_json_mining
계승,행사,label_json_mining
인물상,교육,label_json_mining
인물상,행사,label_json_mining
장식띠,교육,label_json_mining
장식띠,행사,label_json_mining
해태,교육,label_json_mining
해태,행사,label_json_mining
꽃문양,교육,label_json_mining
비익조,교육,label_json_mining
효 글자,교육,label_json_mining
효 글자,행사,label_json_mining
모란의 입체적이고 독특한 질감이 더해져 문자도의 구조와 유기적으로 조화를 이룬다.,모란은 최고의 부귀와 권세,label_json_mining
모란의 입체적이고 독특한 질감이 더해져 문자도의 구조와 유기적으로 조화를 이룬다.,문자도의 구조와 결합되었을 때 삶의 번영과 행복에 대한 염원을 한층 강조한다.,label_json_mining
모란의 입체적이고 독특한 질감이 더해져 문자도의 구조와 유기적으로 조화를 이룬다.,화려함을 상징하며,label_json_mining
유자나무,교육,label_json_mining
유자나무,행사,label_json_mining
자귀나무,행사,label_json_mining
구름문양,교육,label_json_mining
구름문양,행사,label_json_mining
효행,장식,label_json_mining
효' 자가 혁필과 농담의 변화를 활용한 대담한 문자로 표현되어 있다.,작품에 등장하는 '효' 자는 효도를 상징하며 유교적 가치인 효제사상을 시각적으로 강조하고,label_json_mining
효' 자가 혁필과 농담의 변화를 활용한 대담한 문자로 표현되어 있다.,집안의 번성에 대한 기원을 함께 드러낸다.,label_json_mining
효' 자가 혁필과 농담의 변화를 활용한 대담한 문자로 표현되어 있다.,후손의 출세와 가문의 영광,label_json_mining
효자,행사,label_json_mining
"새 얼굴 무늬의 글씨체로 '예'자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",‘예'자는 타인을 존중하고,label_json_mining
"새 얼굴 무늬의 글씨체로 '예'자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",마음 속의 공경과 질서,label_json_mining
"새 얼굴 무늬의 글씨체로 '예'자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",자신을 절제하는 마음가짐을 상징하며,label_json_mining
"새 얼굴 무늬의 글씨체로 '예'자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",조화로운 관계의 실천을 의미한다.,label_json_mining
꽃장식,장식,label_json_mining
꽃장식,행사,label_json_mining
지,교육,label_json_mining
지,행사,label_json_mining
조개,교육,label_json_mining
조개,행사,label_json_mining
"새 얼굴 무늬의 글씨체로 '효'자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",‘효’ 자는 부모에 대한 지극한 효성과 가족 내부의 따뜻한 사랑을 상징하며,label_json_mining
"새 얼굴 무늬의 글씨체로 '효'자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",글자 내부를 채운 곡선 문양과 부드러운 색조는 효도의 순수함과 마음의 평화를 의미한다.,label_json_mining
제(悌),교육,label_json_mining
제(悌),행사,label_json_mining
신(信),행사,label_json_mining
연못,교육,label_json_mining
연못,행사,label_json_mining
치문자,교육,label_json_mining
치문자,행사,label_json_mining
돌,교육,label_json_mining
돌,행사,label_json_mining
염' 자가 혁필과 농담의 변화를 활용한 대담한 문자로 표현되어 있다.,도덕적 실천 의지를 담았다.,label_json_mining
염' 자가 혁필과 농담의 변화를 활용한 대담한 문자로 표현되어 있다.,문자도에 등장한 혁필 문자인 '염'자는 효제라는 유교적 가치를 강조함으로써 가족과 사회의 화목,label_json_mining
한자 의,교육,label_json_mining
한자 의,행사,label_json_mining
해,교육,label_json_mining
치'를 상징하는 대형 문자 형태가 장식적으로 구성되어 있다.,인생의 올바름과 도덕적 이상을 추구하는 바람을 상징적으로 드러낸다.,label_json_mining
치'를 상징하는 대형 문자 형태가 장식적으로 구성되어 있다.,치' 자는 학문의 덕성과 지혜를 의미하며,label_json_mining
복사꽃,교육,label_json_mining
의 문자 염치,교육,label_json_mining
의 문자 염치,행사,label_json_mining
도자기,장식,label_json_mining
꽃병,장식,label_json_mining
제' 자가 혁필과 농담의 변화를 활용한 대담한 문자로 표현되어 있다.,문자도 형식의 큰 '제' 자는 효와 제를 통한 도덕적 가르침을 의미하며 이로 하여금 가정의 번영과 윤리적 삶을 기원하도록 한다.,label_json_mining
"새 얼굴 무늬의 글씨체로 '신'자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",‘신’ 자는 유교적 덕목 중에 하나로,label_json_mining
"새 얼굴 무늬의 글씨체로 '신'자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",믿음과 성실함을 상징하며,label_json_mining
"새 얼굴 무늬의 글씨체로 '신'자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",신뢰와 조화로운 관계를 이어가고자 하는 소망을 나타낸다.,label_json_mining
"새 얼굴 무늬의 글씨체로 한자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",먹선과 전통색의 조화는 행복과 소망이 깃든 기운을 상징한다.,label_json_mining
"새 얼굴 무늬의 글씨체로 한자를 그렸다. 글자 끝에는 검은색, 붉은색 노란색 장식이 새겨져 있다.",윗부분 문자의 상단에 위치한 새 형상은 고대부터 복을 부르고 길한 기운을 전하는 상서로운 존재로 여겨졌으며,label_json_mining
