file_name,subject_type,theme_type,painting_type,ground_material,purpose,objects,keywords,era
SS_0166,산수화,풍경,일필+공필,견(비단),장식,"무이구곡, 기암괴석, 은일처사, 가옥","한국전통민화, 산수화, 무이구곡, 기암괴석, 은일처사, 가옥, 이상향, 은둔, 자연미",일제강점
SS_0536,산수화,혼성,일필,수입지(양지),장식,"실경산수, 가옥, 괴석, 폭포, 물고기, 달","한국전통민화, 산수화, 달, 실경산수, 가옥, 폭포, 물고기, 조화, 생명력, 번영",광복이후
SS_0023,산수화,풍경,공필,견(비단),장식,"금강산, 절","한국전통민화, 산수화, 금강산, 절, 소나무, 자연숭배, 신성함, 강인함",조선후기
SS_0189,산수화,풍경,일필,한지,장식,"관념산수, 소나무, 해, 학, 단풍나무, 수양버들, 새","한국전통민화, 산수화, 소나무, 학, 단풍나무, 꾀꼬리, 장수, 불로장생, 변화, 길상",광복이후
SS_0473,산수화,풍경,일필,한지,장식,금강산,"한국전통민화, 산수화, 금강산, 사찰, 마애불상, 장수, 영적보호, 정신적평안",조선후기
SS_0218,산수화,혼성,일필+공필,견(비단),장식,"학자, 시의산수, 나룻배, 가옥","한국전통민화, 산수화, 담채, 비단, 학자, 시의산수, 나룻배, 은둔, 선비이상, 자기성찰",조선후기
SS_0648,산수화,풍경,일필+공필,견(비단),장식,"관동팔경, 사각정자, 기암괴석, 폭포","한국전통민화, 산수화, 관동팔경, 산, 정자, 자연경외, 정신적 풍류",광복이후
SS_0561,산수화,풍경,일필,견(비단),장식,"시의산수, 가옥, 나룻배","한국전통민화, 산수화, 가옥, 나룻배, 산, 자연, 평온, 안식",미상
SS_0131,산수화,풍경,일필+공필,한지,장식,"시의산수, 소나무, 나룻배, 가옥","한국전통민화, 산수화, 소나무, 나룻배, 가옥, 장수, 절개, 인생여정, 평온",광복이후
SS_0424,산수화,풍경,일필+공필,한지,장식,"관동팔경, 사각정자, 소나무, 해","한국전통민화, 산수화, 관동팔경, 사각정자, 소나무, 해, 절개, 자연애, 안식",조선후기
SS_0074,산수화,풍경,일필+공필,한지,장식,"소상팔경, 달, 가옥","한국전통민화, 산수화, 소상팔경, 달, 가옥, 자연, 풍요, 평안",광복이후
SS_0003,산수화,풍경,일필+공필,한지,장식,"금강산, 절","한국전통민화, 산수화, 금강산, 절, 영험함, 종교적 휴식, 절개, 평온, 영적 성장",조선후기
SS_0453,산수화,풍경,일필+공필,한지,장식,"무이구곡, 가옥, 나룻배","한국전통민화, 산수화, 무이구곡, 정자, 배, 강, 자연과 인간의 조화, 은거, 무위자연",일제강점
SS_0146,산수화,풍경,일필+공필,한지,장식,"소나무, 기암괴석, 가옥, 비둘기, 관념산수","한국전통민화, 산수화, 소나무, 기암괴석, 가옥, 비둘기, 장수, 평화, 영원, 안온함",일제강점
SS_0516,산수화,풍경,일필,한지,장식,"금강산, 절","한국전통민화, 산수화, 금강산, 정자, 사찰, 장수, 신성함, 자연의 숭고함",조선후기
SS_0280,산수화,풍경,일필+공필,한지,장식,"소상팔경, 기암괴석, 나룻배, 가옥","한국전통민화, 산수화, 소상팔경, 기암괴석, 나룻배, 은일처사, 은거, 자연과 조화, 유유자적",미상
SS_0404,산수화,풍경,일필+공필,한지,장식,"관념산수, 기암괴석, 가옥","한국전통민화, 산수화, 기암괴석, 가옥, 절개, 평안, 자연, 조화",조선후기
SS_0054,산수화,풍경,일필,한지,장식,"소상팔경, 가옥","한국전통민화, 산수화, 소상팔경, 가옥, 자연, 이상향, 평안",미상
SS_0541,산수화,풍경,일필,한지,장식,"소상팔경, 가옥, 다리","한국전통민화, 산수화, 소상팔경, 자연과 인간의 조화, 유유자적, 이상향, 소박함",일제강점
SS_0111,산수화,풍경,일필,한지,장식,"무이구곡, 달, 구름, 소나무, 가옥","한국전통민화, 산수화, 무이구곡, 소나무, 달, 가옥, 장수, 은둔, 평안, 유학이상",일제강점
SS_0238,산수화,풍경,일필+공필,한지,장식,"사계산수, 가옥, 은일처사, 폭포","한국전통민화, 산수화, 사계산수, 은일처사, 폭포, 가옥, 자연과 조화, 청정함, 은거, 소박함",광복이후
SS_0392,산수화,풍경,일필+공필,한지,장식,"금강산, 절, 폭포, 구름","한국전통민화, 산수화, 금강산, 절, 폭포, 구름, 신성함, 불로장생, 조화",미상
SS_0668,산수화,풍경,기타,한지,행사,"소상팔경, 가옥","한국전통민화, 산수화, 소상팔경, 자연, 평안, 조화, 유유자적, 풍요",일제강점
SS_0042,산수화,풍경,공필,한지,장식,"시의산수, 가옥, 나룻배","한국전통민화, 산수화, 시의산수, 가옥, 나룻배, 풍류, 자연, 평안, 유유자적, 이상향",일제강점
SS_0412,산수화,풍경,일필,한지,장식,"무이구곡, 기암괴석, 가옥, 다리, 나룻배, 학","한국전통민화, 산수화, 무이구곡, 기암괴석, 가옥, 나룻배, 학, 불로장생, 은거, 이상향",광복이후
SS_0107,산수화,풍경,일필,한지,장식,"무이구곡, 폭포, 나룻배, 기암괴석, 구름","한국전통민화, 산수화, 무이구곡, 폭포, 나룻배, 기암괴석, 구름, 자연과 인간, 생명력, 이상향",일제강점
SS_0557,산수화,풍경,일필,견(비단),장식,"시의산수, 구름, 가옥, 나룻배","한국전통민화, 산수화, 산, 강, 가옥, 나룻배, 자연, 조화, 평온함, 풍요",미상
SS_0384,산수화,풍경,공필,견(비단),장식,"금강산, 기암괴석, 절, 다리, 소나무","한국전통민화, 산수화, 금강산, 기암괴석, 소나무, 사찰, 장수, 불로장생, 평안",미상
SS_0445,산수화,풍경,일필+공필,한지,장식,"소상팔경, 나룻배","한국전통민화, 산수화, 소상팔경, 초가집, 나무, 배, 자연, 평화, 유유자적, 조화",일제강점
SS_0015,산수화,풍경,공필,한지,장식,"금강산, 절","한국전통민화, 산수화, 금강산, 절, 담채, 불교, 신령스러움, 이상향",조선후기
SS_0500,산수화,풍경,일필,한지,장식,"금강산, 절, 폭포","한국전통민화, 산수화, 금강산, 소나무, 장수, 신성함, 정자, 평안, 폭포",조선후기
SS_0150,산수화,풍경,공필,견(비단),장식,"기암괴석, 사각정자, 소나무, 절","한국전통민화, 산수화, 소나무, 기암괴석, 정자, 절, 장수, 깨달음, 불변성, 자연과 인간의 조화",조선후기
SS_0279,산수화,풍경,일필+공필,한지,장식,"소상팔경, 기암괴석, 나룻배, 절","한국전통민화, 산수화, 소상팔경, 기암괴석, 나룻배, 절, 자연과 인간의 조화, 평화, 은둔, 안식",미상
SS_0629,산수화,풍경,일필+공필,한지,장식,소상팔경,"한국전통민화, 산수화, 한지, 소상팔경, 정자, 배, 산수, 조화, 평화, 인생순환",광복이후
SS_0296,산수화,풍경,일필+공필,한지,장식,"시의산수, 나룻배, 절, 사각정자, 소나무, 기암괴석","한국전통민화, 산수화, 소나무, 석탑, 나룻배, 정자, 장수, 영원성, 자연의 위엄, 조화",일제강점
SS_0081,산수화,풍경,일필+공필,한지,장식,"소상팔경, 가옥, 절, 배","한국전통민화, 산수화, 소상팔경, 가옥, 절, 배, 자연과 인간의 조화, 평안, 풍류",일제강점
SS_0594,산수화,풍경,일필+공필,한지,장식,"실경산수, 가옥, 나룻배","한국전통민화, 산수화, 실경산수, 담채, 산과 계류, 자연의 영원성, 평안",조선후기
SS_0347,산수화,풍경,일필,한지,장식,"시의산수, 가옥, 사각정자, 은일처사, 수양버들","한국전통민화, 산수화, 정자, 은일처사, 수양버들, 자연조화, 은거, 평안",조선후기
SS_0202,산수화,풍경,일필,견(비단),장식,"금강산, 절","한국전통민화, 산수화, 금강산, 소나무, 장수, 웅장함, 이상향, 자연, 평온",일제강점
SS_0652,산수화,풍경,기타,한지,행사,관념산수,"한국전통민화, 산수화, 관념산수, 산, 정자, 강, 평안, 휴식, 자연동경",일제강점
SS_0486,산수화,풍경,일필+공필,한지,장식,"금강산, 가옥, 다리, 당나귀","한국전통민화, 산수화, 금강산, 폭포, 누각, 여행, 신성함, 평온",조선후기
SS_0039,산수화,풍경,일필+공필,한지,장식,"소상팔경, 달, 갈대, 나룻배","한국전통민화, 산수화, 소상팔경, 달, 갈대, 나룻배, 자연, 평온함, 조화로움",일제강점
SS_0193,산수화,풍경,일필,한지,장식,"시의산수, 절, 기암괴석, 해, 나룻배, 폭포","한국전통민화, 산수화, 한지, 절, 기암괴석, 정화, 자연, 내적 평온",조선후기
SS_0469,산수화,풍경,일필,한지,장식,금강산,"한국전통민화, 산수화, 금강산, 소나무, 암자, 영산, 평안, 정신수양, 자연경관",조선후기
SS_0310,산수화,풍경,일필+공필,한지,장식,"사계산수, 소나무, 나룻배, 가옥, 은일처사","한국전통민화, 산수화, 사계산수, 소나무, 나룻배, 은일처사, 장수, 인내, 자연과 조화",미상
SS_0605,산수화,풍경,일필+공필,한지,장식,실경산수,"한국전통민화, 산수화, 관동팔경, 한지, 담채, 실경산수, 이상향, 평화로움, 풍요",조선후기
SS_0255,산수화,풍경,일필+공필,한지,장식,"시의산수, 가옥, 나룻배","한국전통민화, 산수화, 시의산수, 가옥, 나룻배, 평화, 영속성, 유유자적",광복이후
SS_0490,산수화,풍경,일필+공필,한지,장식,"금강산, 가옥, 소나무","한국전통민화, 산수화, 금강산, 사찰, 소나무, 신령스러움, 정신적 안식, 장수",조선후기
SS_0185,산수화,풍경,일필,한지,장식, ,"한국전통민화, 산수화, 관념산수, 소나무, 학, 해, 나룻배, 장수, 절개, 불로장생, 평온, 소망",광복이후
SS_0306,산수화,풍경,일필+공필,한지,장식,"사계산수, 다리, 소나무, 당나귀, 은일처사, 가옥","한국전통민화, 산수화, 소나무, 다리, 당나귀, 은일처사, 자연, 장수, 절개, 고결함",일제강점
SS_0243,산수화,풍경,일필+공필,한지,장식,"시의산수, 가옥, 나룻배","한국전통민화, 산수화, 나룻배, 가옥, 누각, 산, 강, 평온, 안식, 조화",광복이후
SS_0613,산수화,풍경,일필+공필,한지,장식,실경산수,"한국전통민화, 산수화, 금강산, 실경산수, 장엄함, 장수, 불변, 정신적 안식, 자연의 경외",조선후기
SS_0097,산수화,풍경,일필+공필,견(비단),장식,"시의산수, 나룻배, 기러기, 가옥, 소, 은일처사","한국전통민화, 산수화, 기러기, 나룻배, 소, 은일처사, 자연, 은둔, 장수, 평안",조선후기
SS_0582,산수화,풍경,기타,염색지,장식,"시의산수, 은일처사, 가옥","한국전통민화, 산수화, 낙화, 한지, 은일처사, 자연경관, 고결함, 절제, 조화",조선후기
SS_0078,산수화,풍경,일필+공필,한지,장식,"소상팔경, 나룻배, 가옥","한국전통민화, 산수화, 소상팔경, 나룻배, 가옥, 평안, 풍요, 자연과 조화",광복이후
SS_0428,산수화,풍경,일필+공필,한지,장식,"관동팔경, 사각정자, 소나무, 가옥, 해","한국전통민화, 산수화, 관동팔경, 소나무, 사각정자, 가옥, 장수, 절개, 겸손, 평온",일제강점
SS_0644,산수화,풍경,일필+공필,견(비단),장식,"관동팔경, 절, 기암괴석","한국전통민화, 산수화, 관동팔경, 산, 절, 탑, 자연조화, 정신적 평온",광복이후
SS_0214,산수화,풍경,일필,한지,장식,"소상팔경, 절, 당나귀","한국전통민화, 산수화, 소상팔경, 자연, 평온함, 정신적 안식, 담채, 일제강점",일제강점
CS_0042,축수도,동식물,공필,견(비단),"세화, 장식","원숭이, 괴석","한국전통민화, 축수도, 원숭이, 괴석, 출세, 번영, 소망, 절개",미상
CS_0054,축수도,동식물,일필+공필,한지,"장식, 행사","토끼, 괴석, 목련, 국화, 모란","한국전통민화, 축수도, 토끼, 다산, 번영, 장수, 행복, 풍요",미상
CS_0003,축수도,동식물,일필+공필,한지,장식,"토끼, 모란","한국전통민화, 축수도, 토끼, 모란, 다산, 부귀, 평화, 번영",일제강점
CS_0039,축수도,동식물,일필+공필,견(비단),장식,"다람쥐, 괴석, 밤","한국전통민화, 축수도, 다람쥐, 밤, 괴석, 근면, 풍요, 건강, 다산, 불변",일제강점
CS_0058,축수도,동식물,일필+공필,한지,장식,"나리, 사슴, 불로초, 해, 구름, 괴석","한국전통민화, 축수도, 사슴, 불로초, 나리, 장수, 불로장생, 평안, 길상, 한지",광복이후
CS_0035,축수도,동식물,일필+공필,수입지(양지),장식,"사슴, 불로초, 관념산수, 해, 구름","한국전통민화, 축수도, 사슴, 불로초, 장수, 불로장생, 관념산수, 해",광복이후
CS_0062,축수도,동식물,일필+공필,한지,장식,"학, 소나무","한국전통민화, 축수도, 소나무, 학, 장수, 불로장생, 절개, 평안",미상
CS_0063,축수도,동식물,일필+공필,한지,장식,"학, 소나무, 구름, 불로초","한국전통민화, 축수도, 소나무, 학, 구름, 불로초, 장수, 불로장생, 신성",미상
CS_0034,축수도,동식물,일필+공필,수입지(양지),장식,"매화, 사슴, 불로초","한국전통민화, 축수도, 사슴, 매화, 불로초, 장수, 불로장생, 순결, 고결함",미상
CS_0059,축수도,동식물,일필+공필,한지,장식,"소나무, 학, 대나무, 달, 괴석","한국전통민화, 축수도, 소나무, 학, 대나무, 거북, 달, 장수, 불로장생, 절개",광복이후
CS_0018,축수도,동식물,일필+공필,한지,"세화, 장식","소나무, 불로초, 학, 해","한국전통민화, 축수도, 소나무, 학, 불로초, 해, 장수, 불로장생, 신비로움, 생명력",조선후기
CS_0038,축수도,동식물,일필+공필,견(비단),장식,"토끼, 괴석, 국화","한국전통민화, 축수도, 토끼, 국화, 괴석, 다산, 번영, 장수, 고결함, 강인함",미상
CS_0002,축수도,동식물,일필+공필,수입지(양지),장식,"사슴, 단풍나무","한국전통민화, 축수도, 사슴, 단풍나무, 장수, 평안, 풍요, 길상",일제강점
CS_0055,축수도,동식물,일필+공필,한지,장식,"학, 불로초, 소나무, 해, 구름, 괴석","한국전통민화, 축수도, 학, 소나무, 불로초, 괴석, 해, 장수, 불로장생, 자연",광복이후
CS_0043,축수도,동물,일필+공필,견(비단),"세화, 장식","고양이, 국화","한국전통민화, 축수도, 고양이, 국화, 장수, 절개, 길상",조선후기
CS_0048,축수도,동물,일필,한지,장식,말,"한국전통민화, 축수도, 말, 출세, 힘, 활력, 기원",광복이후
CS_0009,축수도,동식물,일필+공필,한지,"사슴, 소나무, 괴석","소나무, 사슴","한국전통민화, 화조도, 사슴, 소나무, 괴석, 장수, 번영, 불로장생",미상
CS_0025,축수도,동식물,일필+공필,한지,"세화, 장식","학, 거북, 소나무, 해","한국전통민화, 축수도, 학, 거북, 소나무, 해, 장수, 불로장생, 활력",조선후기
CS_0033,축수도,동식물,일필,수입지(양지),"세화, 장식","오동나무, 개, 달","한국전통민화, 축수도, 오동나무, 개, 출세, 충직, 번영, 평안, 달",일제강점
CS_0064,축수도,동식물,일필+공필,한지,장식,"불로초, 학, 소나무, 해, 구름","한국전통민화, 축수도, 소나무, 학, 불로초, 붉은 해, 장수, 불로장생, 영원, 복록",광복이후
CS_0044,축수도,동식물,일필,한지,장식,"소나무, 사슴, 해, 구름, 불로초","한국전통민화, 축수도, 소나무, 사슴, 해, 구름, 불로초, 장수, 불로장생, 길상",조선후기
CS_0052,축수도,동식물,일필,한지,"장식, 세화","학, 소나무, 불로초, 사슴, 거북, 해, 대나무","한국전통민화, 축수도, 소나무, 학, 사슴, 거북, 해, 장수, 불로장생, 건강, 절개, 생명력",광복이후
CS_0005,축수도,동식물,공필,한지,장식,"토끼, 대나무, 괴석","한국전통민화, 축수도, 토끼, 대나무, 괴석, 다산, 절개, 평안, 장수",광복이후
CS_0029,축수도,동식물,기타,한지,장식,"괴석, 봉황, 오동나무, 대나무, 구름, 개","한국전통민화, 축수도, 봉황, 오동나무, 괴석, 개, 번영, 충직, 상서로움, 절개",일제강점
CS_0028,축수도,동식물,기타,한지,장식,"괴석, 달, 매화, 토끼, 수선화","한국전통민화, 축수도, 괴석, 매화, 토끼, 수선화, 달, 절개, 장수, 평안",일제강점
CS_0004,축수도,동식물,일필+공필,한지,장식,"사슴, 불로초, 모란","한국전통민화, 축수도, 사슴, 불로초, 모란, 장수, 복덕, 영생, 부귀",일제강점
CS_0053,축수도,동식물,일필,한지,"장식, 세화","학, 소나무, 불로초, 사슴, 거북, 해, 대나무","한국전통민화, 축수도, 소나무, 학, 사슴, 불로초, 거북, 해, 장수, 불로장생",광복이후
CS_0045,축수도,동식물,기타,견(비단),"장식, 행사","소나무, 대나무, 사슴, 괴석, 거북, 파도","한국전통민화, 축수도, 소나무, 대나무, 사슴, 괴석, 거북, 파도, 장수, 복, 불로장생, 영원성",일제강점
CS_0065,축수도,동식물,일필+공필,한지,"장식, 행사","토끼, 달","한국전통민화, 축수도, 토끼, 달, 다산, 평안, 재생, 풍요, 소원성취",미상
CS_0024,축수도,동식물,공필,수입지(양지),"세화, 장식","사슴, 불로초, 복숭아, 금계","한국전통민화, 축수도, 사슴, 복숭아, 불로초, 금계, 장수, 불로장생, 번영, 길상",광복이후
CS_0008,축수도,동식물,일필+공필,한지,"모란, 사슴","사슴, 모란","한국전통민화, 축수도, 모란, 사슴, 부귀, 장수, 평안",일제강점
CS_0049,축수도,동물,일필,한지,장식,소,"한국전통민화, 축수도, 소, 근면, 풍요, 건강, 안녕, 가족",광복이후
CS_0066,축수도,동식물,공필,한지,장식,"토끼, 진달래","한국전통민화, 축수도, 토끼, 진달래, 다산, 번영, 평안, 생명력",미상
CS_0031,축수도,동식물,기타,한지,장식,"괴석, 목련, 금계, 양","한국전통민화, 축수도, 괴석, 목련, 금계, 양, 인내, 순결, 길상, 번영, 온화, 다산",일제강점
CS_0027,축수도,동식물,일필+공필,한지,"장식, 세화","토끼, 매, 소나무, 구름","한국전통민화, 축수도, 매, 토끼, 소나무, 구름, 용맹, 장수, 다산, 평화, 길상",미상
CS_0007,축수도,혼성,일필,한지,장식,"복숭아, 토끼, 까치","한국전통민화, 혼성도, 복숭아, 토끼, 까치, 모란, 괴석, 장생, 부귀, 길운, 절개",광복이후
CS_0050,축수도,동물,일필,한지,장식,말,"한국전통민화, 축수도, 말, 근면, 성공, 풍요, 안정",광복이후
CS_0046,축수도,동식물,일필+공필,견(비단),장식,"학, 소나무, 괴석","한국전통민화, 축수도, 학, 소나무, 괴석, 장수, 불로장생, 영원성, 길상",미상
CS_0047,축수도,동물,일필,한지,장식,말,"한국전통민화, 축수도, 말, 부, 신분상승, 건강, 위엄, 평안, 번영",광복이후
CS_0051,축수도,동식물,공필,한지,장식,"학, 소나무","한국전통민화, 축수도, 소나무, 학, 장수, 절개, 불로장생, 길상",일제강점
CS_0006,축수도,동식물,일필,수입지(양지),장식,"오동나무, 삽살개, 달","한국전통민화, 축수도, 오동나무, 삽살개, 달, 보호, 풍요, 출세",광복이후
CS_0030,축수도,동식물,기타,한지,장식,"괴석, 모란, 비둘기, 해태","한국전통민화, 축수도, 모란, 괴석, 비둘기, 해태, 부귀영화, 생명력, 벽사, 화합",일제강점
CS_0067,축수도,동식물,공필,한지,세화,"호랑이, 까치, 소나무","한국전통민화, 축수도, 호랑이, 까치, 소나무, 권위, 수호, 길상, 장수, 행운",조선후기
CS_0001,축수도,동물,일필+공필,수입지(양지),장식,"사슴, 불로초","한국전통민화, 축수도, 사슴, 불로초, 장수, 영생, 번영, 순수",일제강점
CS_0056,축수도,동식물,일필,한지,장식,"소나무, 사슴, 불로초, 괴석","한국전통민화, 축수도, 소나무, 사슴, 불로초, 괴석, 장수, 불로장생, 상서로움, 무병장수, 신비",미상
CS_0040,축수도,동식물,일필+공필,견(비단),장식,"토끼, 괴석, 국화","한국전통민화, 축수도, 토끼, 괴석, 국화, 다산, 고결함, 생명력",일제강점
CS_0060,축수도,동식물,일필+공필,한지,장식,"불로초, 소나무, 학, 해, 구름","한국전통민화, 축수도, 소나무, 학, 불로초, 해, 구름, 장수, 불로장생, 상서로움, 평안",광복이후
CS_0037,축수도,동식물,일필+공필,수입지(양지),장식,"달, 사슴, 불로초, 오동나무, 괴석","한국전통민화, 축수도, 달, 사슴, 오동나무, 불로초, 괴석, 장수, 불로장생, 영생, 고귀함",일제강점
CS_0021,축수도,동식물,일필,수입지(양지),"세화, 장식","사슴, 불로초, 난초","한국전통민화, 축수도, 사슴, 불로초, 난초, 장수, 불사, 고결함",광복이후
CS_0020,축수도,동식물,일필+공필,한지,"세화, 장식","소나무, 불로초, 구름, 학, 해","한국전통민화, 축수도, 소나무, 학, 불로초, 해, 장수, 불로장생, 영원, 상서",조선후기
CS_0036,축수도,동식물,일필+공필,수입지(양지),장식,"토끼, 모란, 괴석","한국전통민화, 축수도, 토끼, 모란, 괴석, 장수, 부귀영화, 절개",일제강점
CS_0061,축수도,동식물,공필,한지,장식,"소나무, 학, 불로초","한국전통민화, 축수도, 소나무, 학, 불로초, 장수, 절개, 불로장생, 길상, 수복",광복이후
CS_0041,축수도,동식물,일필,한지,장식,"토끼, 괴석, 국화","한국전통민화, 축수도, 토끼, 괴석, 국화, 다산, 풍요, 절개, 장수",일제강점
CS_0057,축수도,동식물,일필,한지,장식,"소나무, 구름, 불로초, 학, 괴석","한국전통민화, 축수도, 소나무, 학, 불로초, 괴석, 장수, 불로장생, 상서로움",미상
SU_0021,수석도,풍경,일필,한지,장식,괴석,"한국전통민화, 수석도, 괴석, 불변, 강인함, 평안, 자연의 조화",조선후기
SU_0060,수석도,풍경,일필,수입지(양지),장식,괴석,"한국전통민화, 수석도, 괴석, 광복이후, 강인함, 청렴, 자연 경외, 수묵화",광복이후
SU_0037,수석도,풍경,일필,한지,장식,괴석,"한국전통민화, 수석도, 괴석, 자연미, 장수, 안정, 건강",조선후기
SU_0040,수석도,혼성,공필,한지,장식,"괴석, 귤","한국전통민화, 수석도, 괴석, 한지, 풍요, 장수, 번영, 수묵",미상
SU_0017,수석도,식물,일필,한지,장식,"국화, 괴석","한국전통민화, 수석도, 괴석, 국화, 절개, 장수, 인내, 고귀함",미상
SU_0001,수석도,풍경,일필,한지,장식,괴석,"한국전통민화, 수석도, 괴석, 자연미, 기개, 장수, 영적힘",조선후기
SU_0056,수석도,풍경,일필,수입지(양지),장식,괴석,"한국전통민화, 수석도, 괴석, 자연미, 강인함, 장수, 독창성",광복이후
SU_0057,수석도,풍경,일필,수입지(양지),장식,괴석,"한국전통민화, 수석도, 괴석, 인내, 굳건함, 조화, 자연",광복이후
SU_0016,수석도,식물,일필,한지,장식,"국화, 괴석","한국전통민화, 수석도, 괴석, 국화, 담채, 장수, 절개",미상
SU_0041,수석도,혼성,일필+공필,한지,장식,"괴석, 국화, 새, 복","한국전통민화, 수석도, 괴석, 국화, 새, 장수, 절개, 고결함, 길상",광복이후
SU_0036,수석도,풍경,일필,한지,장식,괴석,"한국전통민화, 수석도, 괴석, 장수, 절개, 불변, 신비",조선후기
SU_0061,수석도,풍경,일필,수입지(양지),장식,괴석,"한국전통민화, 수석도, 괴석, 수묵, 자연, 영속성, 고매한 인품, 변화무쌍함",광복이후
SU_0020,수석도,풍경,일필,한지,장식,괴석,"한국전통민화, 수석도, 괴석, 자연, 고결함, 신비로움, 집중, 정신성",조선후기
SU_0046,수석도,풍경,일필,견(비단),장식,"괴석, 대나무, 난초","한국전통민화, 수석도, 괴석, 대나무, 장수, 절개, 청렴, 영속성",조선후기
SU_0007,수석도,풍경,일필,한지,장식,괴석,"한국전통민화, 수석도, 괴석, 절개, 영속성, 자연미, 군자, 관조",조선후기
SU_0050,수석도,풍경,일필,견(비단),장식,"괴석, 대나무, 난초","한국전통민화, 수석도, 괴석, 대나무, 절개, 장수, 인내, 강직",조선후기
SU_0066,수석도,풍경,일필,한지,장식,"괴석, 매화","한국전통민화, 수석도, 괴석, 생명력, 조화, 영원성, 자연",광복이후
SU_0067,수석도,풍경,일필,한지,장식,"괴석, 대나무","한국전통민화, 수석도, 괴석, 절개, 영속성, 자연, 자유로움, 초월",광복이후
SU_0051,수석도,풍경,일필,견(비단),장식,"괴석, 난초","한국전통민화, 수석도, 괴석, 견고함, 변치않음, 안녕기원, 민간신앙",조선후기
SU_0006,수석도,풍경,일필,한지,장식,괴석,"한국전통민화, 수석도, 괴석, 인내, 장수, 자연의 신비",조선후기
SU_0010,수석도,풍경,일필,한지,장식,괴석,"한국전통민화, 수석도, 괴석, 자연미, 이상미, 청렴, 신선, 굳건함",조선후기
SU_0047,수석도,풍경,일필,견(비단),장식,"괴석, 매화","한국전통민화, 수석도, 괴석, 매화, 장수, 절개, 생명력",조선후기
SU_0052,수석도,풍경,일필,견(비단),장식,"괴석, 대나무, 폭포","한국전통민화, 수석도, 괴석, 대나무, 장수, 절개, 고결함, 생명력, 곧음",조선후기
SU_0005,수석도,풍경,일필,한지,장식,괴석,"한국전통민화, 수석도, 괴석, 자연, 생명력, 자유로움, 인내",조선후기
SU_0013,수석도,식물,일필,한지,장식,"국화, 괴석","한국전통민화, 수석도, 괴석, 국화, 강인함, 절개, 장수, 품위",미상
SU_0044,수석도,풍경,일필,견(비단),장식,"괴석, 대나무, 난초","한국전통민화, 수석도, 괴석, 대나무, 절개, 변치않음, 자연미, 강인함",조선후기
SU_0064,수석도,풍경,일필,한지,장식,괴석,"한국전통민화, 수석도, 괴석, 인내, 강인함, 자연미, 수묵",광복이후
SU_0025,수석도,풍경,일필,한지,"장식, 그림",괴석,"한국전통민화, 수석도, 괴석, 인내, 장수, 절개, 자연",조선후기
SU_0009,수석도,풍경,일필,한지,장식,괴석,"한국전통민화, 수석도, 괴석, 수묵화, 견고함, 자연미, 상징성",조선후기
SU_0048,수석도,풍경,일필,견(비단),장식,"괴석, 대나무, 난초","한국전통민화, 수석도, 대나무, 괴석, 절개, 군자, 굳건함, 자연미",조선후기
SU_0049,수석도,풍경,일필,견(비단),장식,"괴석, 불로초, 국화","한국전통민화, 수석도, 괴석, 불로초, 장수, 불로장생, 자연, 상징성",조선후기
SU_0008,수석도,풍경,일필,한지,장식,괴석,"한국전통민화, 수석도, 괴석, 자연, 절개, 생명력, 상징",조선후기
SU_0024,수석도,풍경,일필,한지,"장식, 그림",괴석,"한국전통민화, 수석도, 괴석, 인내, 불변, 생명력, 조선후기, 수묵화",조선후기
SU_0065,수석도,풍경,일필,한지,장식,"괴석, 매화","한국전통민화, 수석도, 괴석, 인내, 지조, 자연미, 민중철학",광복이후
SU_0045,수석도,풍경,일필,견(비단),장식,"괴석, 매화","한국전통민화, 수석도, 괴석, 매화, 절개, 인내, 고결함, 희망",조선후기
SU_0012,수석도,식물,일필,한지,장식,"국화, 괴석","한국전통민화, 수석도, 괴석, 국화, 절개, 장수, 고결함",미상
SU_0004,수석도,풍경,일필,한지,장식,괴석,"한국전통민화, 수석도, 괴석, 오래된 세월, 인내, 강인함, 자연의 위대함",조선후기
SU_0053,수석도,풍경,일필,견(비단),장식,"소나무, 괴석","한국전통민화, 수석도, 괴석, 소나무, 장수, 절개, 자연의 신비",조선후기
SU_0035,수석도,식물,일필,한지,장식,"괴석동물, 국화","한국전통민화, 수석도, 괴석, 국화, 장수, 불사, 신비로움",미상
SU_0062,수석도,풍경,일필,수입지(양지),장식,괴석,"한국전통민화, 수석도, 괴석, 인내, 영구불변, 자연, 생명력",광복이후
SU_0023,수석도,풍경,일필,한지,장식,괴석,"한국전통민화, 수석도, 괴석, 고결함, 자연미, 인내, 영원성",조선후기
SU_0058,수석도,풍경,일필,수입지(양지),장식,괴석,"한국전통민화, 수석도, 괴석, 장수, 강인함, 자연미, 민화",광복이후
SU_0019,수석도,식물,일필,한지,장식,"국화, 괴석","한국전통민화, 수석도, 국화, 괴석, 강인함, 절개, 청렴, 장수",미상
SU_0054,수석도,혼성,일필,한지,"장식, 그림","매화, 괴석","한국전통민화, 수석도, 괴석, 매화, 강인함, 절개, 생명력, 희망",미상
SU_0003,수석도,풍경,일필,한지,장식,괴석,"한국전통민화, 수석도, 괴석, 단단함, 절개, 영속성, 자연",조선후기
SU_0015,수석도,식물,일필,한지,장식,"국화, 괴석","한국전통민화, 수석도, 국화, 괴석, 절개, 청렴, 강인함, 지조",미상
